City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
464,Vilhena,BR,-12.7406,-60.1458,87.04,43,33,2.01,scattered clouds
465,Cibitoke,BI,-2.8833,29.25,62.49,90,31,4.7,light rain
466,Gat,IL,31.61,34.7642,81.39,33,0,6.78,clear sky
467,Grahamstown,ZA,-33.3042,26.5328,52.95,68,55,5.19,broken clouds
468,Bayonet Point,US,28.3267,-82.6834,89.24,68,0,3.0,clear sky
469,Port Hueneme,US,34.1478,-119.1951,77.52,78,20,10.36,haze
470,Tres Arroyos,AR,-38.3739,-60.2798,43.43,64,89,3.11,overcast clouds
471,Hambantota,LK,6.1241,81.1185,79.14,94,40,8.05,scattered clouds
472,La Arena,PE,-5.3466,-80.7109,75.27,51,72,8.14,broken clouds
473,Baculin,PH,7.4525,126.5842,77.52,85,76,4.12,broken clouds
474,Mackay,AU,-21.15,149.2,63.68,75,72,6.13,broken clouds
475,Kathmandu,NP,27.7167,85.3167,73.62,88,75,2.3,broken clouds
476,Estelle,US,29.8458,-90.1067,87.8,64,40,8.05,scattered clouds
477,Paptalaya,HN,15.5,-84.3167,87.87,59,100,6.62,overcast clouds
478,Khasan,RU,42.4308,130.6434,51.49,98,100,4.7,overcast clouds
479,Coihaique,CL,-45.5752,-72.0662,24.75,93,100,2.3,light shower snow
480,Murray Bridge,AU,-35.1167,139.2667,52.12,64,100,7.09,overcast clouds
481,Verkhnevilyuysk,RU,63.4453,120.3167,49.68,85,7,3.58,clear sky
482,Sibolga,ID,1.7427,98.7792,75.2,86,98,2.62,moderate rain
483,Ipilan,PH,8.8431,117.9033,80.74,81,100,3.56,overcast clouds
484,Sayyan,YE,15.1718,44.3244,70.99,14,99,8.21,overcast clouds
485,Miandrivazo,MG,-19.5167,45.4667,71.26,41,0,1.99,clear sky
486,Yeniseysk,RU,58.4497,92.1703,41.68,87,100,11.41,overcast clouds
487,Kirakira,SB,-10.4544,161.9205,79.77,84,61,8.14,broken clouds
488,Asyut,EG,27.181,31.1837,93.74,16,0,11.48,clear sky
489,Wanaka,NZ,-44.7,169.15,49.1,70,100,5.99,overcast clouds
490,Talcahuano,CL,-36.7167,-73.1167,53.28,66,75,14.97,broken clouds
491,Dali,CN,25.7,100.1833,63.54,91,44,5.73,scattered clouds
492,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,60.51,38,40,7.43,scattered clouds
493,Boa Vista,BR,2.8197,-60.6733,84.18,74,75,9.22,light rain
494,Cabedelo,BR,-6.9811,-34.8339,79.47,75,40,9.89,scattered clouds
495,Aksu,CN,41.1231,80.2644,77.22,14,0,2.26,clear sky
496,Saint-Georges,GD,12.0564,-61.7485,82.54,72,97,12.59,overcast clouds
497,Kampot,KH,10.6167,104.1833,80.65,85,100,2.04,overcast clouds
498,Severomorsk,RU,69.0689,33.4162,72.0,47,96,15.17,overcast clouds
499,Vagur,FO,61.4732,-6.8119,48.94,83,0,4.83,clear sky
500,Morondava,MG,-20.2833,44.2833,76.17,52,0,10.09,clear sky
501,Pampa,US,35.5362,-100.9599,59.04,82,100,9.22,overcast clouds
502,Lata,PT,40.1629,-8.3327,74.07,43,100,8.95,overcast clouds
503,Waipawa,NZ,-41.4122,175.5153,49.64,88,38,7.85,scattered clouds
504,Sorland,NO,67.667,12.6934,53.46,84,42,8.34,scattered clouds
505,Riberalta,BO,-10.9833,-66.1,87.96,54,100,1.72,moderate rain
506,Broken Hill,AU,-31.95,141.4333,48.72,68,100,7.76,overcast clouds
507,Adrian,US,41.8975,-84.0372,65.32,77,100,5.75,overcast clouds
508,Nishihara,JP,26.1842,127.7558,76.28,97,100,10.36,mist
509,Qaqortoq,GL,60.7167,-46.0333,44.67,60,16,5.57,few clouds
510,Zhezkazgan,KZ,47.8043,67.7144,66.51,28,1,8.77,clear sky
511,Bachaquero,VE,9.9694,-71.1494,87.48,62,17,8.41,few clouds
512,Ler,SS,8.3018,30.1418,85.55,46,100,7.81,overcast clouds
513,Hopelchen,MX,19.7667,-89.85,80.51,77,100,3.42,overcast clouds
514,Nabire,ID,-3.3667,135.4833,76.26,90,9,3.47,clear sky
515,Bodden Town,KY,19.2833,-81.25,82.98,84,40,14.97,scattered clouds
516,Hobyo,SO,5.3505,48.5268,79.12,78,29,26.98,scattered clouds
517,Ferrol,ES,43.4832,-8.2369,70.32,81,11,3.53,few clouds
518,Pudozh,RU,61.8099,36.5345,65.01,91,98,5.28,overcast clouds
519,Along,IN,28.1667,94.7667,73.53,98,25,0.45,scattered clouds
520,Dannenberg,DE,53.0967,11.09,66.15,55,90,8.63,overcast clouds
521,Zaragoza,ES,41.6561,-0.8773,93.02,27,40,8.05,thunderstorm
522,Porbandar,IN,21.6422,69.6093,82.13,83,8,15.5,clear sky
523,Soubre,CI,5.7856,-6.6083,86.07,64,87,5.41,overcast clouds
524,Abashiri,JP,44.0213,144.2697,48.94,93,100,4.61,overcast clouds
525,Praya,CV,14.9215,-23.5087,77.02,72,8,21.18,clear sky
526,Ixtapa,MX,20.7,-105.2,74.43,88,100,3.44,overcast clouds
527,Berezovyy,RU,51.6667,135.7,43.48,92,99,3.2,overcast clouds
528,Coari,BR,-4.085,-63.1414,87.8,60,98,0.18,overcast clouds
529,Nosy Varika,MG,-20.5833,48.5333,69.04,84,32,9.46,light rain
530,Grindavik,IS,63.8424,-22.4338,48.67,66,100,13.8,overcast clouds
531,Mehamn,NO,71.0357,27.8492,64.35,52,0,10.36,clear sky
532,Acapulco,MX,16.8634,-99.8901,80.42,83,100,4.61,overcast clouds
533,Alcudia,ES,39.8532,3.1214,87.37,65,100,9.73,overcast clouds
534,Camacha,PT,33.0833,-16.3333,69.22,64,20,16.11,few clouds
535,Kharabali,RU,47.4196,47.2568,78.21,28,100,7.81,overcast clouds
536,Tondano,ID,1.3038,124.9112,68.09,91,68,1.41,broken clouds
537,Jiayuguan,CN,39.8167,98.3,67.14,44,100,6.35,light rain
538,San Joaquin,US,37.9333,-121.3011,75.45,35,0,5.75,clear sky
539,Bourne,GB,52.7667,-0.3833,68.49,77,67,8.28,broken clouds
540,Port Augusta,AU,-32.5,137.7667,51.1,73,100,8.48,overcast clouds
541,Kloulklubed,PW,7.0419,134.2556,75.7,73,97,6.82,heavy intensity rain
542,Mount Pleasant,US,32.7941,-79.8626,91.99,59,0,11.5,clear sky
543,Maamba,ZM,-17.3667,27.15,62.47,52,4,3.89,clear sky
544,Pevek,RU,69.7008,170.3133,34.79,95,100,8.79,light snow
545,Vuktyl,RU,63.8567,57.3094,53.08,27,61,11.72,broken clouds
546,Tanabe,JP,33.7333,135.3667,66.92,82,15,1.01,few clouds
547,Gimli,CA,50.6336,-96.9907,41.81,82,100,16.28,overcast clouds
548,Cairns,AU,-16.9167,145.7667,68.07,93,40,5.75,scattered clouds
549,Mason City,US,43.1536,-93.201,72.32,33,0,17.27,clear sky
550,Akranes,IS,64.3218,-22.0749,48.76,74,100,11.52,overcast clouds
551,Zhigalovo,RU,54.8097,105.1578,49.1,97,84,3.4,broken clouds
552,Eseka,CM,3.65,10.7667,83.14,69,81,1.61,broken clouds
553,Yenisehir,TR,40.2644,29.6531,77.05,57,75,14.97,broken clouds
554,Sao Joao Da Barra,BR,-21.6403,-41.0511,87.89,65,4,9.35,clear sky
555,Aklavik,CA,68.2191,-135.0107,43.3,81,95,16.24,overcast clouds
556,Hovd,MN,48.0056,91.6419,51.67,34,71,7.83,broken clouds
557,Komsomolskiy,UZ,40.4272,71.7189,79.52,25,26,13.8,scattered clouds
558,Gwadar,PK,25.1216,62.3254,83.41,79,2,16.08,clear sky
559,Sandviken,SE,60.6167,16.7667,63.55,64,100,4.76,overcast clouds
560,San Quintin,MX,30.4833,-115.95,64.92,74,30,4.38,scattered clouds
561,Woodward,US,36.4337,-99.3904,65.97,67,100,0.0,light rain
562,Kibungo,RW,-2.1597,30.5427,65.32,90,81,2.44,light rain
563,Alice Springs,AU,-23.7,133.8833,60.35,94,100,5.75,overcast clouds
564,Lufilufi,WS,-13.8745,-171.5986,80.82,74,69,11.68,broken clouds
565,Galbshtadt,RU,53.2264,78.9845,52.77,52,14,4.38,few clouds
566,Sinnai,IT,39.3042,9.2036,85.51,41,0,10.36,clear sky
567,Cardonal,MX,20.6,-99.1333,68.52,48,4,4.23,clear sky
568,Buarcos,PT,40.166,-8.8768,67.23,72,68,15.21,broken clouds
569,Thunder Bay,CA,48.4001,-89.3168,62.06,39,65,9.62,broken clouds
570,Nurota,UZ,40.5614,65.6886,80.82,17,14,4.09,few clouds
571,Shalinskoye,RU,55.7228,93.7594,40.82,92,90,10.09,overcast clouds
572,Ossora,RU,59.2353,163.0719,37.72,83,0,2.93,clear sky
573,Prainha,BR,-1.8,-53.48,84.18,70,45,3.87,scattered clouds
574,Sukhaya Buyvola,RU,45.1533,42.9956,74.3,49,0,11.03,clear sky
575,Lardos,GR,36.0942,28.0157,80.42,66,50,10.65,scattered clouds
576,Shaowu,CN,27.3409,117.4831,74.1,99,100,1.92,overcast clouds
577,Wakkanai,JP,45.4094,141.6739,45.52,95,98,16.31,overcast clouds
578,Varzea Da Palma,BR,-17.5981,-44.7308,89.62,25,10,2.3,clear sky
579,Nikki,BJ,9.9401,3.2108,97.48,24,89,4.38,overcast clouds
580,Sayat,TM,38.7839,63.8803,90.12,10,3,10.22,clear sky
581,Cayenne,GF,4.9333,-52.3333,80.64,1,75,4.61,broken clouds
582,Zaysan,KZ,47.4667,84.8667,49.96,49,4,7.76,clear sky
583,Kungurtug,RU,50.5994,97.5228,40.14,93,81,7.63,broken clouds
584,Ndioum,SN,16.5129,-14.6471,110.95,10,71,10.13,broken clouds
585,Belmonte,BR,-15.8631,-38.8828,81.25,63,91,6.35,overcast clouds
586,Alta Floresta,BR,-9.8756,-56.0861,89.06,49,29,3.47,scattered clouds
587,Peniche,PT,39.3558,-9.3811,73.08,73,47,18.01,scattered clouds
588,Katsuura,JP,35.1333,140.3,68.16,87,1,13.56,clear sky
589,Natal,BR,-5.795,-35.2094,79.45,94,75,4.61,broken clouds
590,Umm Lajj,SA,25.0213,37.2685,85.19,57,88,9.55,overcast clouds
591,Sanquhar,GB,55.3653,-3.9216,62.92,63,100,4.74,overcast clouds
592,Gigmoto,PH,13.7796,124.39,81.14,84,30,7.45,scattered clouds
593,Poum,NC,-20.2333,164.0167,74.84,73,88,14.56,overcast clouds
594,Petrozavodsk,RU,61.7849,34.3469,67.48,77,40,2.24,scattered clouds
595,Usevya,TZ,-7.1,31.2333,73.63,48,1,5.28,clear sky
596,Alabino,RU,55.5268,37.0103,76.86,57,20,6.71,few clouds
597,Vagamo,NO,61.8751,9.0967,43.63,98,100,3.53,light rain
598,Steinbach,DE,50.1667,8.5667,73.87,25,0,4.61,clear sky
599,Tawau,MY,4.2498,117.8871,78.89,83,73,4.07,broken clouds
600,Tautira,PF,-17.7333,-149.15,77.05,83,100,16.82,moderate rain
601,Nalut,LY,30.3333,10.85,101.43,7,4,11.5,clear sky
602,Senekal,ZA,-28.3197,27.6208,50.16,27,0,4.0,clear sky
603,La Asuncion,VE,11.0333,-63.8628,82.31,74,89,13.33,overcast clouds
604,Ola,RU,59.5833,151.2833,39.15,90,100,2.06,overcast clouds
605,Campana,AR,-34.1687,-58.9591,57.13,47,13,3.24,few clouds
606,Sainte-Marie,RE,-20.8968,55.5496,73.56,75,23,3.44,few clouds
607,Calbuco,CL,-41.768,-73.1273,47.41,68,100,11.61,overcast clouds
608,Kikwit,CD,-5.041,18.8162,82.08,50,66,3.2,broken clouds
609,Villefranche-Sur-Saone,FR,45.9833,4.7167,81.14,76,98,5.66,overcast clouds
610,Ratnagiri,IN,16.9833,73.3,80.1,84,98,3.13,heavy intensity rain
611,Lagos,NG,6.5833,3.75,86.95,63,66,7.96,broken clouds
612,Paka,MY,4.6374,103.4368,79.18,85,76,4.52,broken clouds
613,Seddon,AU,-37.8068,144.8916,47.86,81,75,8.05,broken clouds
614,Nizwa,OM,22.9333,57.5333,93.06,21,95,3.83,overcast clouds
615,Mahon,ES,39.8885,4.2658,77.56,69,20,6.91,few clouds
616,Dingle,PH,10.9995,122.6711,77.72,86,84,2.57,broken clouds
617,Goderich,CA,43.7501,-81.7165,50.92,76,98,9.28,overcast clouds
618,Cardenas,CU,23.0375,-81.2047,77.76,77,100,12.5,light rain
619,Buala,SB,-8.145,159.5921,80.73,82,41,8.7,light rain
620,Rawson,AR,-43.3002,-65.1023,49.14,36,29,20.0,scattered clouds
621,Mao,ES,39.8885,4.2658,77.56,69,20,6.91,few clouds
622,Den Helder,NL,52.9599,4.7593,63.99,68,63,8.99,broken clouds
623,Mana,GF,5.6592,-53.7767,76.32,89,100,17.63,moderate rain
624,Tiarei,PF,-17.5333,-149.3333,75.22,82,100,18.37,light rain
625,Pitimbu,BR,-7.4706,-34.8086,79.39,75,22,9.4,light rain
626,Nur,PL,52.6683,22.3221,60.3,72,82,11.05,broken clouds
627,Mount Darwin,ZW,-16.7725,31.5838,62.56,41,9,6.96,clear sky
628,Constitucion,CL,-35.3333,-72.4167,54.5,61,53,13.04,broken clouds
629,Mandali,IQ,33.7499,45.5541,102.24,5,0,7.09,clear sky
630,Inyonga,TZ,-6.7167,32.0667,74.16,44,60,6.42,broken clouds
631,Pochutla,MX,15.7432,-96.4661,79.83,59,77,2.59,broken clouds
632,Iranshahr,IR,27.2025,60.6848,91.69,6,0,19.46,clear sky
633,Touros,BR,-5.1989,-35.4608,84.52,65,96,12.01,overcast clouds
634,Gannan,CN,47.9147,123.5031,56.26,76,63,4.63,broken clouds
635,Cuiluan,CN,47.72,128.648,48.2,97,56,3.09,broken clouds
636,Northam,GB,51.0333,-4.2167,65.66,64,89,2.93,overcast clouds
637,Urucara,BR,-2.5364,-57.76,88.23,59,67,3.13,broken clouds
638,Warrensburg,US,38.7628,-93.7361,70.02,57,0,5.75,clear sky
639,Ruwi,OM,23.5996,58.5507,89.29,51,4,4.45,clear sky
640,Beckley,US,37.7782,-81.1882,80.49,73,40,11.5,scattered clouds
641,Plouzane,FR,48.3833,-4.6167,73.45,53,0,12.66,clear sky
642,Zlobin,HR,45.2924,14.6541,74.5,47,0,5.75,clear sky
643,Huari,PE,-9.3333,-77.2333,50.49,61,86,5.66,overcast clouds
644,Biak,ID,-0.9131,122.8766,77.29,81,81,3.51,broken clouds
645,Parati,BR,-23.2178,-44.7131,77.31,84,52,5.84,broken clouds
646,Imeni Poliny Osipenko,RU,52.4201,136.4853,39.16,94,100,11.54,overcast clouds
647,Bonthe,SL,7.5264,-12.505,84.97,70,88,7.52,light rain
648,Loreto,MX,22.2667,-101.9667,71.67,36,3,7.0,clear sky
649,Sistranda,NO,63.7256,8.834,55.36,88,100,11.52,overcast clouds
650,Ozinki,RU,51.1786,49.6769,70.54,50,32,4.63,scattered clouds
651,Gunnedah,AU,-30.9833,150.25,41.36,80,9,2.75,clear sky
652,Rolla,US,37.9514,-91.7713,69.22,60,99,5.99,overcast clouds
653,Sfantu Gheorghe,RO,45.8667,25.7833,68.27,81,70,3.04,broken clouds
654,Lubango,AO,-14.9172,13.4925,66.04,32,2,4.65,clear sky
655,Reading,GB,51.4562,-0.9711,69.3,47,0,8.05,clear sky
656,Bauchi,NG,10.5,10.0,94.8,26,87,2.15,overcast clouds
657,Menongue,AO,-14.6585,17.691,66.76,38,1,5.86,clear sky
658,Kalmunai,LK,7.4167,81.8167,83.01,72,33,5.7,scattered clouds
659,Warren,US,39.4334,-84.1666,69.82,90,75,6.91,broken clouds
660,La Tuque,CA,47.4334,-72.7824,59.65,70,99,2.68,overcast clouds
661,Svetlaya,RU,46.5389,138.3297,44.64,90,100,8.52,overcast clouds
662,Bonavista,CA,48.6499,-53.1147,40.68,96,100,22.64,overcast clouds
663,Kaseda,JP,31.4167,130.3167,67.51,88,0,3.09,clear sky
664,Kamaishi,JP,39.2667,141.8833,54.9,97,85,4.97,overcast clouds
665,Meadow Lake,US,34.8014,-106.5436,70.61,49,3,3.69,clear sky
666,Barra Patuca,HN,15.8,-84.2833,85.82,66,99,8.19,overcast clouds
667,Londoko,RU,49.0333,131.9833,48.56,97,100,2.86,overcast clouds
668,Alexandria,EG,31.2156,29.9553,75.04,76,0,11.48,clear sky
669,Clarence Town,AU,-32.5833,151.7833,47.55,89,15,2.53,few clouds
670,Axim,GH,4.8699,-2.2405,83.21,73,57,8.81,broken clouds
671,Kaifeng,CN,34.7911,114.3483,81.91,36,25,6.49,scattered clouds
672,Sechura,PE,-5.5569,-80.8222,72.54,59,68,9.4,broken clouds
673,Shelabolikha,RU,53.4131,82.6167,47.66,60,19,6.13,few clouds
674,Limon,CR,10.0,-83.0333,84.09,74,75,6.91,broken clouds
675,Voh,NC,-20.9667,164.7,67.78,87,71,4.21,broken clouds
676,Avera,US,33.194,-82.5271,90.55,39,0,6.08,clear sky
677,Middelharnis,NL,51.7575,4.1653,70.97,31,100,4.0,overcast clouds
678,Altea,ES,38.5989,-0.0514,85.64,73,94,3.0,overcast clouds
679,Varkkallai,IN,8.7341,76.7067,82.18,88,6,7.02,clear sky
680,Fortuna Foothills,US,32.6578,-114.4119,93.22,14,0,12.66,clear sky
681,Velyka Lepetykha,UA,47.1757,33.9436,80.98,54,47,3.15,scattered clouds
682,Udachnyy,RU,66.4167,112.4,53.46,61,90,5.21,overcast clouds
683,Samarai,PG,-10.6167,150.6667,80.33,83,100,8.5,overcast clouds
684,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,81.77,74,100,6.93,overcast clouds
685,Cruzeiro Do Sul,BR,-29.5128,-51.9853,51.53,89,100,3.78,overcast clouds
686,Muborak,UZ,39.2553,65.1528,88.47,11,0,9.8,clear sky
687,Kijang,KR,35.2442,129.2139,66.4,77,0,7.0,clear sky
688,Kiama,AU,-34.6833,150.8667,46.45,83,99,4.65,overcast clouds
689,Numan,NG,9.4667,12.0333,92.32,32,43,11.86,light rain
690,Okha,RU,53.5739,142.9478,34.93,89,96,5.79,overcast clouds
691,Vestmannaeyjar,IS,63.4427,-20.2734,49.19,93,40,6.91,scattered clouds
692,Warmbad,NA,-28.45,18.7333,65.25,11,0,13.42,clear sky
693,Muscatine,US,41.4667,-91.1335,71.76,41,0,11.5,clear sky
694,Berlevag,NO,70.8578,29.0864,64.4,76,0,14.97,clear sky
695,Flin Flon,CA,54.7682,-101.865,37.67,84,100,18.05,overcast clouds
696,Uruzgan,AF,32.8333,66.0,73.31,12,1,7.78,clear sky
697,La Sarre,CA,48.8002,-79.1996,62.55,51,100,1.39,overcast clouds
